date,venue,race_no,race_name,detail,horse_no,horse_name,win_odds,implied_prob,fetched_at_jst
2026-05-24,東京,3,3歳未勝利,11:00発走 / ダ1300m (左) / 天候:晴 / 馬場:稍,3,ソーマッチ,498.5,0.2,2026-05-24 12:22:54+09:00
2026-05-24,東京,3,3歳未勝利,11:00発走 / ダ1300m (左) / 天候:晴 / 馬場:稍,4,ヴェントディルーナ,523.6,0.2,2026-05-24 12:22:54+09:00
2026-05-24,東京,3,3歳未勝利,11:00発走 / ダ1300m (左) / 天候:晴 / 馬場:稍,5,アドミ,11.4,8.8,2026-05-24 12:22:54+09:00
2026-05-24,東京,3,3歳未勝利,11:00発走 / ダ1300m (左) / 天候:晴 / 馬場:稍,6,ピコレーヴ,90.7,1.1,2026-05-24 12:22:54+09:00
2026-05-24,東京,3,3歳未勝利,11:00発走 / ダ1300m (左) / 天候:晴 / 馬場:稍,7,ディサイドオンミー,53.3,1.9,2026-05-24 12:22:54+09:00
2026-05-24,東京,3,3歳未勝利,11:00発走 / ダ1300m (左) / 天候:晴 / 馬場:稍,8,アイムインディ,3.1,32.3,2026-05-24 12:22:54+09:00
2026-05-24,東京,3,3歳未勝利,11:00発走 / ダ1300m (左) / 天候:晴 / 馬場:稍,9,トレンドマーチ,198.3,0.5,2026-05-24 12:22:54+09:00
2026-05-24,東京,3,3歳未勝利,11:00発走 / ダ1300m (左) / 天候:晴 / 馬場:稍,10,ピコランド,3.6,27.8,2026-05-24 12:22:54+09:00
2026-05-24,東京,3,3歳未勝利,11:00発走 / ダ1300m (左) / 天候:晴 / 馬場:稍,11,ペイシャクロス,287.7,0.3,2026-05-24 12:22:54+09:00
2026-05-24,東京,3,3歳未勝利,11:00発走 / ダ1300m (左) / 天候:晴 / 馬場:稍,12,セキテイロックス,6.7,14.9,2026-05-24 12:22:54+09:00
2026-05-24,東京,3,3歳未勝利,11:00発走 / ダ1300m (左) / 天候:晴 / 馬場:稍,13,ユーベルジーク,124.8,0.8,2026-05-24 12:22:54+09:00
2026-05-24,東京,3,3歳未勝利,11:00発走 / ダ1300m (左) / 天候:晴 / 馬場:稍,14,プレヒティヒ,389.3,0.3,2026-05-24 12:22:54+09:00
2026-05-24,東京,3,3歳未勝利,11:00発走 / ダ1300m (左) / 天候:晴 / 馬場:稍,15,テンカラットレター,795.4,0.1,2026-05-24 12:22:54+09:00
2026-05-24,東京,3,3歳未勝利,11:00発走 / ダ1300m (左) / 天候:晴 / 馬場:稍,16,ホウオウチャールズ,14.9,6.7,2026-05-24 12:22:54+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,1,ウインテラジーナ,26.0,3.8,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,2,クイーンズパーク,259.7,0.4,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,3,リリーサー,16.1,6.2,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,4,サトノスターライト,4.4,22.7,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,5,ルージュラベル,14.9,6.7,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,6,ノアシルヴィ,438.0,0.2,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,7,ジェムシリカ,86.6,1.2,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,8,ベアサナエチャン,6.3,15.9,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,9,ヘリオドール,497.6,0.2,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,10,フーディエラン,49.0,2.0,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,11,ダイヤテソーロ,14.1,7.1,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,12,ロジタイガー,311.7,0.3,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,13,ストームアイ,455.9,0.2,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,14,クレアノア,3.4,29.4,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,15,ソレム,119.2,0.8,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,16,ダノンアスコルティ,3.9,25.6,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,17,ペルシアーノ,35.2,2.8,2026-05-24 12:22:56+09:00
2026-05-24,東京,4,3歳未勝利,11:30発走 / 芝1600m (左 B) / 天候:晴 / 馬場:良,18,ジュリ,263.4,0.4,2026-05-24 12:22:56+09:00
2026-05-24,東京,5,3歳未勝利,12:20発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,1,マトリカリア,212.1,0.5,2026-05-24 12:22:58+09:00
2026-05-24,東京,5,3歳未勝利,12:20発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,2,アテナガール,150.7,0.7,2026-05-24 12:22:58+09:00
2026-05-24,東京,5,3歳未勝利,12:20発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,3,カキュウ,347.1,0.3,2026-05-24 12:22:58+09:00
2026-05-24,東京,5,3歳未勝利,12:20発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,4,レッドフリーマン,14.9,6.7,2026-05-24 12:22:58+09:00
2026-05-24,東京,5,3歳未勝利,12:20発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,5,クリアーゲイル,20.0,5.0,2026-05-24 12:22:58+09:00
2026-05-24,東京,5,3歳未勝利,12:20発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,6,ブリサマリーナ,8.1,12.3,2026-05-24 12:22:58+09:00
2026-05-24,東京,5,3歳未勝利,12:20発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,7,ルーリングクラス,1.8,55.6,2026-05-24 12:22:58+09:00
2026-05-24,東京,5,3歳未勝利,12:20発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,8,サツキマーメイド,384.7,0.3,2026-05-24 12:22:58+09:00
2026-05-24,東京,5,3歳未勝利,12:20発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,9,ブルージェネシス,206.5,0.5,2026-05-24 12:22:58+09:00
2026-05-24,東京,5,3歳未勝利,12:20発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,10,オケアノステソーロ,104.7,1.0,2026-05-24 12:22:58+09:00
2026-05-24,東京,5,3歳未勝利,12:20発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,11,ブライスフェアリー,27.6,3.6,2026-05-24 12:22:58+09:00
2026-05-24,東京,5,3歳未勝利,12:20発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,12,ファインブライト,24.6,4.1,2026-05-24 12:22:58+09:00
2026-05-24,東京,5,3歳未勝利,12:20発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,13,ジュナベーラ,2.8,35.7,2026-05-24 12:22:58+09:00
2026-05-24,東京,5,3歳未勝利,12:20発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,14,レガリーノ,45.2,2.2,2026-05-24 12:22:58+09:00
2026-05-24,東京,6,3歳1勝クラス,12:50発走 / ダ1400m (左) / 天候:曇 / 馬場:稍,1,レピュニット,19.8,5.1,2026-05-24 12:23:00+09:00
2026-05-24,東京,6,3歳1勝クラス,12:50発走 / ダ1400m (左) / 天候:曇 / 馬場:稍,2,チームユートピア,12.7,7.9,2026-05-24 12:23:00+09:00
2026-05-24,東京,6,3歳1勝クラス,12:50発走 / ダ1400m (左) / 天候:曇 / 馬場:稍,3,ラインジーク,14.0,7.1,2026-05-24 12:23:00+09:00
2026-05-24,東京,6,3歳1勝クラス,12:50発走 / ダ1400m (左) / 天候:曇 / 馬場:稍,4,リアライズタキオン,17.4,5.7,2026-05-24 12:23:00+09:00
2026-05-24,東京,6,3歳1勝クラス,12:50発走 / ダ1400m (左) / 天候:曇 / 馬場:稍,5,クラディスティーナ,68.2,1.5,2026-05-24 12:23:00+09:00
2026-05-24,東京,6,3歳1勝クラス,12:50発走 / ダ1400m (左) / 天候:曇 / 馬場:稍,6,ヘリテージブルーム,1.5,66.7,2026-05-24 12:23:00+09:00
2026-05-24,東京,6,3歳1勝クラス,12:50発走 / ダ1400m (左) / 天候:曇 / 馬場:稍,7,タイセイエキサイト,145.7,0.7,2026-05-24 12:23:00+09:00
2026-05-24,東京,6,3歳1勝クラス,12:50発走 / ダ1400m (左) / 天候:曇 / 馬場:稍,8,マサノピンクレディ,25.1,4.0,2026-05-24 12:23:00+09:00
2026-05-24,東京,6,3歳1勝クラス,12:50発走 / ダ1400m (左) / 天候:曇 / 馬場:稍,9,ベルゼビュート,6.9,14.5,2026-05-24 12:23:00+09:00
2026-05-24,東京,6,3歳1勝クラス,12:50発走 / ダ1400m (左) / 天候:曇 / 馬場:稍,10,タイセイブルーム,68.3,1.5,2026-05-24 12:23:00+09:00
2026-05-24,東京,6,3歳1勝クラス,12:50発走 / ダ1400m (左) / 天候:曇 / 馬場:稍,11,マウンテンドーター,224.3,0.4,2026-05-24 12:23:00+09:00
2026-05-24,東京,6,3歳1勝クラス,12:50発走 / ダ1400m (左) / 天候:曇 / 馬場:稍,12,パータリプトラ,35.5,2.8,2026-05-24 12:23:00+09:00
2026-05-24,東京,6,3歳1勝クラス,12:50発走 / ダ1400m (左) / 天候:曇 / 馬場:稍,13,リアライズブラーヴ,14.7,6.8,2026-05-24 12:23:00+09:00
2026-05-24,東京,6,3歳1勝クラス,12:50発走 / ダ1400m (左) / 天候:曇 / 馬場:稍,14,スノースコール,21.6,4.6,2026-05-24 12:23:00+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,1,ムーンストラック,22.5,4.4,2026-05-24 12:23:03+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,2,ポッポノフェスタ,30.9,3.2,2026-05-24 12:23:03+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,3,ラファミリア,39.2,2.6,2026-05-24 12:23:03+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,4,ジェロニモス,18.9,5.3,2026-05-24 12:23:03+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,5,ライヴスプーン,99.6,1.0,2026-05-24 12:23:03+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,6,ヘルツアス,120.8,0.8,2026-05-24 12:23:03+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,7,サンセットビュー,4.5,22.2,2026-05-24 12:23:03+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,8,ポルトフェリス,13.1,7.6,2026-05-24 12:23:03+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,9,マイネルアウルム,13.1,7.6,2026-05-24 12:23:03+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,10,ウィンスタンリー,20.2,5.0,2026-05-24 12:23:03+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,11,ウーバーストロング,109.7,0.9,2026-05-24 12:23:03+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,12,イリュストル,22.3,4.5,2026-05-24 12:23:03+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,13,キロノヴァ,33.0,3.0,2026-05-24 12:23:03+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,14,ニヴルヘイム,23.4,4.3,2026-05-24 12:23:03+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,15,ストレートブラック,16.1,6.2,2026-05-24 12:23:03+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,16,サラコスティ,3.6,27.8,2026-05-24 12:23:03+09:00
2026-05-24,東京,7,4歳以上1勝クラス,13:20発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,17,ガンバルマン,5.2,19.2,2026-05-24 12:23:03+09:00
2026-05-24,東京,8,三峰山特別,13:50発走 / ダ1600m (左) / 天候:曇 / 馬場:稍,1,ミルフルール,118.8,0.8,2026-05-24 12:23:05+09:00
2026-05-24,東京,8,三峰山特別,13:50発走 / ダ1600m (左) / 天候:曇 / 馬場:稍,2,マンダリンボレロ,67.9,1.5,2026-05-24 12:23:05+09:00
2026-05-24,東京,8,三峰山特別,13:50発走 / ダ1600m (左) / 天候:曇 / 馬場:稍,3,クラッシファイド,13.6,7.4,2026-05-24 12:23:05+09:00
2026-05-24,東京,8,三峰山特別,13:50発走 / ダ1600m (左) / 天候:曇 / 馬場:稍,4,ライフゲート,16.6,6.0,2026-05-24 12:23:05+09:00
2026-05-24,東京,8,三峰山特別,13:50発走 / ダ1600m (左) / 天候:曇 / 馬場:稍,5,ディーズゴールド,11.9,8.4,2026-05-24 12:23:05+09:00
2026-05-24,東京,8,三峰山特別,13:50発走 / ダ1600m (左) / 天候:曇 / 馬場:稍,6,バロンドール,22.8,4.4,2026-05-24 12:23:05+09:00
2026-05-24,東京,8,三峰山特別,13:50発走 / ダ1600m (左) / 天候:曇 / 馬場:稍,7,サンコンクエスト,49.7,2.0,2026-05-24 12:23:05+09:00
2026-05-24,東京,8,三峰山特別,13:50発走 / ダ1600m (左) / 天候:曇 / 馬場:稍,8,ニューファウンド,55.9,1.8,2026-05-24 12:23:05+09:00
2026-05-24,東京,8,三峰山特別,13:50発走 / ダ1600m (左) / 天候:曇 / 馬場:稍,9,リザードアイランド,7.9,12.7,2026-05-24 12:23:05+09:00
2026-05-24,東京,8,三峰山特別,13:50発走 / ダ1600m (左) / 天候:曇 / 馬場:稍,10,オーロラアーク,158.2,0.6,2026-05-24 12:23:05+09:00
2026-05-24,東京,8,三峰山特別,13:50発走 / ダ1600m (左) / 天候:曇 / 馬場:稍,11,ヘニーガイスト,1.9,52.6,2026-05-24 12:23:05+09:00
2026-05-24,東京,8,三峰山特別,13:50発走 / ダ1600m (左) / 天候:曇 / 馬場:稍,12,シンボリノエル,62.8,1.6,2026-05-24 12:23:05+09:00
2026-05-24,東京,8,三峰山特別,13:50発走 / ダ1600m (左) / 天候:曇 / 馬場:稍,13,ペッレグリーニ,20.6,4.9,2026-05-24 12:23:05+09:00
2026-05-24,東京,8,三峰山特別,13:50発走 / ダ1600m (左) / 天候:曇 / 馬場:稍,14,バルダンツァ,11.9,8.4,2026-05-24 12:23:05+09:00
2026-05-24,東京,8,三峰山特別,13:50発走 / ダ1600m (左) / 天候:曇 / 馬場:稍,15,サンカルミア,79.4,1.3,2026-05-24 12:23:05+09:00
2026-05-24,東京,8,三峰山特別,13:50発走 / ダ1600m (左) / 天候:曇 / 馬場:稍,16,ホレーショ,8.0,12.5,2026-05-24 12:23:05+09:00
2026-05-24,東京,9,国分寺特別,14:25発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,1,アールヴィヴァン,1.9,52.6,2026-05-24 12:23:07+09:00
2026-05-24,東京,9,国分寺特別,14:25発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,2,レッドバレンティア,30.2,3.3,2026-05-24 12:23:07+09:00
2026-05-24,東京,9,国分寺特別,14:25発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,3,ドリームクルーズ,16.5,6.1,2026-05-24 12:23:07+09:00
2026-05-24,東京,9,国分寺特別,14:25発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,4,ホークマン,59.6,1.7,2026-05-24 12:23:07+09:00
2026-05-24,東京,9,国分寺特別,14:25発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,5,ヤマメキング,59.0,1.7,2026-05-24 12:23:07+09:00
2026-05-24,東京,9,国分寺特別,14:25発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,6,アルゲンテウス,9.3,10.8,2026-05-24 12:23:07+09:00
2026-05-24,東京,9,国分寺特別,14:25発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,7,ウインドラート,26.3,3.8,2026-05-24 12:23:07+09:00
2026-05-24,東京,9,国分寺特別,14:25発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,8,フォルラニーニ,3.6,27.8,2026-05-24 12:23:07+09:00
2026-05-24,東京,9,国分寺特別,14:25発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,9,ヴァリオーサ,19.9,5.0,2026-05-24 12:23:07+09:00
2026-05-24,東京,9,国分寺特別,14:25発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,10,コスモイシュタル,14.9,6.7,2026-05-24 12:23:07+09:00
2026-05-24,東京,9,国分寺特別,14:25発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,11,コスタデラルス,149.4,0.7,2026-05-24 12:23:07+09:00
2026-05-24,東京,9,国分寺特別,14:25発走 / 芝1800m (左 B) / 天候:曇 / 馬場:良,12,バガン,17.4,5.7,2026-05-24 12:23:07+09:00
2026-05-24,東京,10,フリーウェイS,15:01発走 / 芝1400m (左 B) / 天候:曇 / 馬場:良,1,スカイハイ,5.1,19.6,2026-05-24 12:23:09+09:00
2026-05-24,東京,10,フリーウェイS,15:01発走 / 芝1400m (左 B) / 天候:曇 / 馬場:良,2,サトミノキラリ,19.4,5.2,2026-05-24 12:23:09+09:00
2026-05-24,東京,10,フリーウェイS,15:01発走 / 芝1400m (左 B) / 天候:曇 / 馬場:良,3,コートアリシアン,4.0,25.0,2026-05-24 12:23:09+09:00
2026-05-24,東京,10,フリーウェイS,15:01発走 / 芝1400m (左 B) / 天候:曇 / 馬場:良,4,トーセンエスクード,8.6,11.6,2026-05-24 12:23:09+09:00
2026-05-24,東京,10,フリーウェイS,15:01発走 / 芝1400m (左 B) / 天候:曇 / 馬場:良,5,エイムフォーエース,32.0,3.1,2026-05-24 12:23:09+09:00
2026-05-24,東京,10,フリーウェイS,15:01発走 / 芝1400m (左 B) / 天候:曇 / 馬場:良,6,レッドエヴァンス,7.6,13.2,2026-05-24 12:23:09+09:00
2026-05-24,東京,10,フリーウェイS,15:01発走 / 芝1400m (左 B) / 天候:曇 / 馬場:良,7,コスモサガルマータ,26.1,3.8,2026-05-24 12:23:09+09:00
2026-05-24,東京,10,フリーウェイS,15:01発走 / 芝1400m (左 B) / 天候:曇 / 馬場:良,8,コスモアディラート,80.2,1.2,2026-05-24 12:23:09+09:00
2026-05-24,東京,10,フリーウェイS,15:01発走 / 芝1400m (左 B) / 天候:曇 / 馬場:良,9,グーテンベルク,9.9,10.1,2026-05-24 12:23:09+09:00
2026-05-24,東京,10,フリーウェイS,15:01発走 / 芝1400m (左 B) / 天候:曇 / 馬場:良,10,モーデン,26.7,3.7,2026-05-24 12:23:09+09:00
2026-05-24,東京,10,フリーウェイS,15:01発走 / 芝1400m (左 B) / 天候:曇 / 馬場:良,11,ピコローズ,8.6,11.6,2026-05-24 12:23:09+09:00
2026-05-24,東京,10,フリーウェイS,15:01発走 / 芝1400m (左 B) / 天候:曇 / 馬場:良,12,ポエットリー,34.7,2.9,2026-05-24 12:23:09+09:00
2026-05-24,東京,10,フリーウェイS,15:01発走 / 芝1400m (左 B) / 天候:曇 / 馬場:良,13,ウインオーディン,23.3,4.3,2026-05-24 12:23:09+09:00
2026-05-24,東京,10,フリーウェイS,15:01発走 / 芝1400m (左 B) / 天候:曇 / 馬場:良,14,ユハンヌス,9.5,10.5,2026-05-24 12:23:09+09:00
2026-05-24,東京,11,オークス,15:40発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,1,ミツカネベネラ,301.6,0.3,2026-05-24 12:23:11+09:00
2026-05-24,東京,11,オークス,15:40発走 / 芝2400m (左 B) / 天候:曇 / 馬場:良,2,レイクラシック,87.9,1.1,2026-05-24 12:23:11+09:00
