date,venue,race_no,race_name,detail,finish_pos,horse_no,horse_name,final_odds,popularity,finish_time,race_id
2026-05-31,東京,1,3歳未勝利,09:40発走 / ダ1600m (左) / 天候:曇 / 馬場:良,1,9,エフハリスト,3.4,2,1:39.0,202605021201
2026-05-31,東京,1,3歳未勝利,09:40発走 / ダ1600m (左) / 天候:曇 / 馬場:良,2,5,エリカビアリッツ,1.9,1,1:39.2,202605021201
2026-05-31,東京,1,3歳未勝利,09:40発走 / ダ1600m (左) / 天候:曇 / 馬場:良,3,6,フローレスカラーズ,119.9,11,1:40.2,202605021201
2026-05-31,東京,1,3歳未勝利,09:40発走 / ダ1600m (左) / 天候:曇 / 馬場:良,4,3,レディソフィア,55.0,7,1:40.3,202605021201
2026-05-31,東京,1,3歳未勝利,09:40発走 / ダ1600m (左) / 天候:曇 / 馬場:良,5,11,サマースプラッシュ,330.9,14,1:40.4,202605021201
2026-05-31,東京,1,3歳未勝利,09:40発走 / ダ1600m (左) / 天候:曇 / 馬場:良,6,14,バーヴァンシー,13.6,5,1:40.4,202605021201
2026-05-31,東京,1,3歳未勝利,09:40発走 / ダ1600m (左) / 天候:曇 / 馬場:良,7,4,トラストレガート,63.0,8,1:40.5,202605021201
2026-05-31,東京,1,3歳未勝利,09:40発走 / ダ1600m (左) / 天候:曇 / 馬場:良,8,12,カスターニエ,235.2,12,1:40.6,202605021201
2026-05-31,東京,1,3歳未勝利,09:40発走 / ダ1600m (左) / 天候:曇 / 馬場:良,9,16,ユーゲットミー,28.8,6,1:40.7,202605021201
2026-05-31,東京,1,3歳未勝利,09:40発走 / ダ1600m (左) / 天候:曇 / 馬場:良,10,1,ベアエクスプレス,434.0,15,1:40.7,202605021201
2026-05-31,東京,1,3歳未勝利,09:40発走 / ダ1600m (左) / 天候:曇 / 馬場:良,11,8,パレホ,475.0,16,1:40.8,202605021201
2026-05-31,東京,1,3歳未勝利,09:40発走 / ダ1600m (左) / 天候:曇 / 馬場:良,12,7,キミガハマ,82.3,10,1:41.1,202605021201
2026-05-31,東京,1,3歳未勝利,09:40発走 / ダ1600m (左) / 天候:曇 / 馬場:良,13,2,アーティラリー,5.7,3,1:41.1,202605021201
2026-05-31,東京,1,3歳未勝利,09:40発走 / ダ1600m (左) / 天候:曇 / 馬場:良,14,15,フレアリングベリー,13.5,4,1:41.6,202605021201
2026-05-31,東京,1,3歳未勝利,09:40発走 / ダ1600m (左) / 天候:曇 / 馬場:良,15,13,ミツカネルナ,77.4,9,1:41.7,202605021201
2026-05-31,東京,1,3歳未勝利,09:40発走 / ダ1600m (左) / 天候:曇 / 馬場:良,16,10,ヤマニンジェンナ,272.3,13,1:42.8,202605021201
2026-05-31,東京,2,3歳未勝利,10:10発走 / ダ1400m (左) / 天候:曇 / 馬場:良,1,6,トワイライトビュー,3.3,2,1:26.0,202605021202
2026-05-31,東京,2,3歳未勝利,10:10発走 / ダ1400m (左) / 天候:曇 / 馬場:良,2,4,キリミツ,6.6,4,1:26.0,202605021202
2026-05-31,東京,2,3歳未勝利,10:10発走 / ダ1400m (左) / 天候:曇 / 馬場:良,3,9,ショウナンタヅナ,123.5,12,1:26.6,202605021202
2026-05-31,東京,2,3歳未勝利,10:10発走 / ダ1400m (左) / 天候:曇 / 馬場:良,4,2,ジャメビュ,37.8,7,1:26.8,202605021202
2026-05-31,東京,2,3歳未勝利,10:10発走 / ダ1400m (左) / 天候:曇 / 馬場:良,5,13,ミラビリオン,5.2,3,1:26.9,202605021202
2026-05-31,東京,2,3歳未勝利,10:10発走 / ダ1400m (左) / 天候:曇 / 馬場:良,6,5,グランマエストロ,2.3,1,1:26.9,202605021202
2026-05-31,東京,2,3歳未勝利,10:10発走 / ダ1400m (左) / 天候:曇 / 馬場:良,7,3,セイカユウヒ,166.3,13,1:26.9,202605021202
2026-05-31,東京,2,3歳未勝利,10:10発走 / ダ1400m (左) / 天候:曇 / 馬場:良,8,1,ユニバーサルラヴ,65.9,10,1:27.0,202605021202
2026-05-31,東京,2,3歳未勝利,10:10発走 / ダ1400m (左) / 天候:曇 / 馬場:良,9,7,ピュアクローム,29.6,6,1:27.2,202605021202
2026-05-31,東京,2,3歳未勝利,10:10発走 / ダ1400m (左) / 天候:曇 / 馬場:良,10,11,ホウオウライセンス,21.8,5,1:27.2,202605021202
2026-05-31,東京,2,3歳未勝利,10:10発走 / ダ1400m (左) / 天候:曇 / 馬場:良,11,10,テラシエスタ,49.5,8,1:27.6,202605021202
2026-05-31,東京,2,3歳未勝利,10:10発走 / ダ1400m (左) / 天候:曇 / 馬場:良,12,15,タイヨウノユビワ,90.1,11,1:27.7,202605021202
2026-05-31,東京,2,3歳未勝利,10:10発走 / ダ1400m (左) / 天候:曇 / 馬場:良,13,16,ゴールデンボート,256.7,14,1:28.3,202605021202
